user,project_name,namespace,url,url_with_commit
fabiommendes,sidekick,tests/test_hypothesis.py,https://github.com/fabiommendes/sidekick/tree/993ae7b8496347ad9720d3ff11e10ab946c3a800,
fabiommendes,sidekick,tests/collections/conftest.py,https://github.com/fabiommendes/sidekick/tree/993ae7b8496347ad9720d3ff11e10ab946c3a800,
fabiommendes,sidekick,sidekick-hypothesis/sidekick/hypothesis/base.py,https://github.com/fabiommendes/sidekick/tree/993ae7b8496347ad9720d3ff11e10ab946c3a800,
fabiommendes,sidekick,sidekick-hypothesis/sidekick/hypothesis/__init__.py,https://github.com/fabiommendes/sidekick/tree/993ae7b8496347ad9720d3ff11e10ab946c3a800,
fabiommendes,sidekick,sidekick-hypothesis/sidekick/hypothesis/tree.py,https://github.com/fabiommendes/sidekick/tree/993ae7b8496347ad9720d3ff11e10ab946c3a800,
fabiommendes,sidekick,tests/conftest.py,https://github.com/fabiommendes/sidekick/tree/993ae7b8496347ad9720d3ff11e10ab946c3a800,
fabiommendes,sidekick,tests/collections/test_tree.py,https://github.com/fabiommendes/sidekick/tree/993ae7b8496347ad9720d3ff11e10ab946c3a800,
facebookarchive,tutorials,new_op/sample/add5_op_test.py,https://github.com/facebookarchive/tutorials/tree/b27b1eb97f40bf07015e38bad3cdb8ea831428d8,
facebookresearch,pytext,pytext/exporters/test/text_model_exporter_test.py,https://github.com/facebookresearch/pytext/tree/08754b483421884d2e363f00517ea42e449aec2c,
facebookresearch,pytext,pytext/models/test/output_layer_test.py,https://github.com/facebookresearch/pytext/tree/08754b483421884d2e363f00517ea42e449aec2c,
facebookresearch,pytext,pytext/models/test/crf_test.py,https://github.com/facebookresearch/pytext/tree/08754b483421884d2e363f00517ea42e449aec2c,
facebookresearch,pytext,pytext/loss/tests/label_smoothing_loss_test.py,https://github.com/facebookresearch/pytext/tree/08754b483421884d2e363f00517ea42e449aec2c,
facebookresearch,pytext,pytext/exporters/test/new_text_model_exporter_test.py,https://github.com/facebookresearch/pytext/tree/08754b483421884d2e363f00517ea42e449aec2c,
faust-streaming,faust,tests/meticulous/assignor/test_copartitioned_assignor.py,https://github.com/faust-streaming/faust/tree/ff75c0be3d784d28b9f69ba3ea94be769b151b89,
faust-streaming,faust,tests/unit/serializers/test_codecs.py,https://github.com/faust-streaming/faust/tree/ff75c0be3d784d28b9f69ba3ea94be769b151b89,
faust-streaming,faust,tests/unit/utils/test_json.py,https://github.com/faust-streaming/faust/tree/ff75c0be3d784d28b9f69ba3ea94be769b151b89,
ffalcinelli,pydivert,pydivert/tests/test_packet.py,https://github.com/ffalcinelli/pydivert/tree/f75eba4126c527b5a43ace0a49369c7479cf5ee8,
fhightower,ioc-finder,tests/test_with_hypothesis.py,https://github.com/fhightower/ioc-finder/tree/06ae551de766e542ecf2d200271162866cbf0f73,
freedomofpress,securedrop,securedrop/tests/conftest.py,https://github.com/freedomofpress/securedrop/tree/032b1af550c061f4e83764d7e2422828e3409e59,
gehring,fax,fax/constrained/constrained_test.py,https://github.com/gehring/fax/tree/1bc0f4ddf4f0d54370b0c04282de49aa85685791,
gehring,fax,fax/test_util.py,https://github.com/gehring/fax/tree/1bc0f4ddf4f0d54370b0c04282de49aa85685791,
gehring,fax,fax/linalg/linalg_test.py,https://github.com/gehring/fax/tree/1bc0f4ddf4f0d54370b0c04282de49aa85685791,
